name,n,win_rate,avg_pnl,med_pnl,total_pnl_sum,profit_factor,avg_win,avg_loss,max_win,max_loss,avg_hold_days,add_rate
all|ma20|trail_ma60|add=0.03|macd_stop=False,46,0.17391304347826086,-0.005810051651695386,-0.0050442940481493295,-0.26726237597798774,0.16808623193712702,0.006749967280459256,-0.008454266163727943,0.02012113715092161,-0.026675139161201632,2.217391304347826,0.021739130434782608
strong|both|trail_ma60|add=None|macd_stop=True,19,0.15789473684210525,-0.014992753217892152,-0.011708415971629343,-0.28486231113995086,0.014573782317011928,0.0014043064947862362,-0.01806720191401935,0.0018240552735476596,-0.06986379136327589,3.473684210526316,0.0
strong|both|trail_ma60|add=0.05|macd_stop=True,19,0.15789473684210525,-0.014992753217892152,-0.011708415971629343,-0.28486231113995086,0.014573782317011928,0.0014043064947862362,-0.01806720191401935,0.0018240552735476596,-0.06986379136327589,3.473684210526316,0.0
strong|ma20|macd_or_target|add=0.03|tgt=0.08,30,0.23333333333333334,-0.010113514947552487,-0.022501414832783728,-0.3034054484265746,0.5280432316736962,0.048494512405305654,-0.02795074066363974,0.1530462731086928,-0.05403053636733035,13.4,0.23333333333333334
strong|both|macd_or_target|add=0.03|tgt=0.08,17,0.17647058823529413,-0.017968358185411353,-0.02484597754911132,-0.305462089151993,0.340834857507536,0.05264847957847635,-0.03310053770624444,0.11737383403169976,-0.08748364953653384,11.294117647058824,0.23529411764705882
all|both|macd_or_target|add=0.03|tgt=0.08,19,0.21052631578947367,-0.01629033163559478,-0.020642573792066177,-0.3095163010763008,0.3513495566303879,0.041913335705171646,-0.03181130959313249,0.11737383403169976,-0.08748364953653384,11.263157894736842,0.21052631578947367
all|ma20|macd_or_target|add=0.03|tgt=0.08,35,0.2571428571428571,-0.008921977963045169,-0.019512958660083263,-0.3122692287065809,0.5435904145506606,0.04132412953814239,-0.026314861328840863,0.1530462731086928,-0.05403053636733035,13.314285714285715,0.22857142857142856
all|ma20|macd_or_vol|add=None|tgt=None,35,0.2857142857142857,-0.009110609767383954,-0.01861574717884418,-0.31887134185843835,0.48515184603979783,0.030047892560525185,-0.02477401069854761,0.08895034602076125,-0.05403053636733035,12.885714285714286,0.0
strong|both|trail_ma60|add=0.03|macd_stop=True,19,0.15789473684210525,-0.016860778102348994,-0.011708415971629343,-0.3203547839446309,0.012980094568406219,0.0014043064947862362,-0.02028548146431185,0.0018240552735476596,-0.08748364953653384,3.473684210526316,0.10526315789473684
strong|both|macd_or_vol|add=None|tgt=None,17,0.23529411764705882,-0.018944329686750385,-0.020642573792066177,-0.3220536046747565,0.22989055011867693,0.024034596756925954,-0.03216861474634311,0.046510630963158994,-0.06986379136327589,11.117647058823529,0.0
