date,close,ret,pos,pnl,eq,year
2016-07-04,8630.0,0.0004637143519592435,-0.0,-0.0,1.0,2016
2016-07-05,8609.0,-0.00243337195828508,-1.0,0.00228337195828508,1.002283371958285,2016
2016-07-06,8468.0,-0.016378208851202225,-1.0,0.016378208851202225,1.018698978352305,2016
2016-07-07,8562.0,0.011100614076523296,-1.0,-0.011100614076523296,1.0073907941334677,2016
2016-07-11,8736.0,0.020322354590049052,-1.0,-0.020322354590049052,0.9869182412043362,2016
2016-07-12,8777.0,0.004693223443223538,-1.0,-0.004693223443223538,0.9822864133781711,2016
2016-07-13,8793.0,0.001822946337017184,-1.0,-0.001822946337017184,0.9804957579590017,2016
2016-07-14,8813.0,0.0022745365631753334,-1.0,-0.0022745365631753334,0.9782655845074856,2016
2016-07-15,8911.0,0.011119936457505863,-1.0,-0.011119936457505863,0.9673873333691975,2016
2016-07-18,8998.0,0.009763214005162224,-1.0,-0.009763214005162224,0.9579425238076308,2016
2016-07-19,9033.0,0.0038897532785062694,-1.0,-0.0038897532785062694,0.9542163637350295,2016
2016-07-20,9003.0,-0.0033211557622052634,-1.0,0.0033211557622052634,0.9573854649098387,2016
2016-07-21,8984.0,0.0069491145483076,-1.0,-0.0069491145483076,0.9507324836472955,2016
2016-07-22,8925.0,-0.006567230632235077,-1.0,0.006567230632235077,0.9569761631369649,2016
2016-07-25,8891.0,-0.003809523809523818,-1.0,0.003809523809523818,0.9606217866155818,2016
2016-07-26,8965.0,0.008323023281970432,-1.0,-0.008323023281970432,0.9526265091204124,2016
2016-07-27,8976.0,0.0012269938650306678,-1.0,-0.0012269938650306678,0.9514576422380561,2016
2016-07-28,8981.0,0.0005570409982174063,-1.0,-0.0005570409982174063,0.9509276413232622,2016
2016-07-29,8893.0,-0.009798463422781456,-1.0,0.009798463422781456,0.9602452710344801,2016
2016-08-01,9041.0,0.01664230293489255,-1.0,-0.01664230293489255,0.9442645783421263,2016
2016-08-02,9015.0,-0.002875788076540209,-1.0,0.002875788076540209,0.9469800831576218,2016
2016-08-03,8933.0,-0.009095951192456986,-1.0,0.009095951192456986,0.9555937677742525,2016
2016-08-04,8971.0,0.004253890070525124,-1.0,-0.004253890070525124,0.9515287769340619,2016
2016-08-05,9063.0,0.01025526697135204,-1.0,-0.01025526697135204,0.941770595295679,2016
2016-08-08,9116.0,0.005847953216374213,-1.0,-0.005847953216374213,0.936263164913833,2016
2016-08-09,9118.0,0.00021939447125940426,-1.0,-0.00021939447125940426,0.936057753951807,2016
2016-08-10,9145.0,0.0029611756964247338,-1.0,-0.0029611756964247338,0.933285922480355,2016
2016-08-11,9085.0,-0.006560962274466897,-1.0,0.006560962274466897,0.9394091762090396,2016
2016-08-12,9130.0,0.004953219592735314,-1.0,-0.004953219592735314,0.9347560762718456,2016
2016-08-15,9125.0,-0.0005476451259583959,-1.0,0.0005476451259583959,0.935267990880976,2016
2016-08-16,9088.0,-0.004054794520547911,-1.0,0.004054794520547911,0.9390603104056442,2016
2016-08-17,9012.0,-0.0003327787021630835,-1.0,0.0003327787021630835,0.9393728096769938,2016
2016-08-18,9042.0,0.0033288948069241098,-1.0,-0.0033288948069241098,0.9362457364090944,2016
2016-08-19,8946.0,-0.010617120106171218,-1.0,0.010617120106171218,0.9461859698414403,2016
2016-08-22,8892.0,-0.006036217303822977,-1.0,0.006036217303822977,0.9518973539652317,2016
2016-08-23,8984.0,0.010346378767431386,-1.0,-0.010346378767431386,0.9420486633933917,2016
2016-08-24,8956.0,-0.003116651825467498,-1.0,0.003116651825467498,0.9449847010798359,2016
2016-08-25,9072.0,0.012952210808396591,-1.0,-0.012952210808396591,0.9327450600207402,2016
2016-08-26,9080.0,0.0008818342151675207,-1.0,-0.0008818342151675207,0.9319225335127854,2016
2016-08-29,9042.0,-0.004185022026431673,-1.0,0.004185022026431673,0.9358226498424644,2016
2016-08-30,9036.0,-0.0006635700066357497,-1.0,0.0006635700066357497,0.9364436336844303,2016
2016-08-31,8976.0,-0.006640106241699861,-1.0,0.006640106241699861,0.9426617189014583,2016
2016-09-01,8941.0,-0.003899286987522288,-1.0,0.003899286987522288,0.9463374274756062,2016
2016-09-02,8931.0,-0.0011184431271670237,-1.0,0.0011184431271670237,0.9473958520673471,2016
2016-09-05,9062.0,0.01466801030119802,-1.0,-0.01466801030119802,0.933499439949911,2016
2016-09-06,9150.0,0.009710880600309002,-1.0,-0.009710880600309002,0.9244343383481021,2016
2016-09-07,9253.0,0.011256830601092949,-1.0,-0.011256830601092949,0.9140281375994841,2016
2016-09-08,9239.0,-0.0015130228034151427,-1.0,0.0015130228034151427,0.9154110830146353,2016
2016-09-09,9127.0,-0.012122524082692987,-1.0,0.012122524082692987,0.9265081759140442,2016
2016-09-10,8953.0,-0.019064314670757088,-1.0,0.019064314670757088,0.9441714193246988,2016
2016-09-12,8899.0,-0.006031497821959109,-1.0,0.006031497821959109,0.9498661871839118,2016
2016-09-13,8906.0,0.0007866052365435028,-1.0,-0.0007866052365435028,0.9491190174670573,2016
2016-09-14,8874.0,-0.003593083314619383,-1.0,0.003593083314619383,0.9525292811723061,2016
2016-09-19,9151.0,0.031214784764480585,-1.0,-0.031214784764480585,0.9227962846786472,2016
2016-09-20,9141.0,-0.001092776745710844,-1.0,0.001092776745710844,0.9238046949995723,2016
2016-09-21,9221.0,0.008751777704846253,-1.0,-0.008751777704846253,0.9157197616662427,2016
2016-09-22,9188.0,-0.003578787550157281,-1.0,0.003578787550157281,0.9189969281487267,2016
2016-09-23,9236.0,0.005224205485415689,-1.0,-0.005224205485415689,0.914195899355612,2016
2016-09-26,9154.0,-0.008878302295366014,-1.0,0.008878302295366014,0.9223124069072751,2016
2016-09-29,9253.0,0.010814944286650752,-1.0,-0.010814944286650752,0.9123376496116862,2016
2016-09-30,9128.0,-0.013509132173349148,-1.0,0.013509132173349148,0.9246625395070132,2016
2016-10-03,9194.0,0.007230499561788006,-1.0,-0.007230499561788006,0.9179767674203059,2016
2016-10-04,9247.0,0.005764629105938557,-1.0,-0.005764629105938557,0.9126849718282594,2016
2016-10-05,9240.0,-0.0007570022710068347,-1.0,0.0007570022710068347,0.9133758764246471,2016
2016-10-06,9256.0,0.0017316017316018062,-1.0,-0.0017316017316018062,0.9117942731754269,2016
2016-10-07,9253.0,-0.0003241140881590221,-1.0,0.0003241140881590221,0.9120897985448657,2016
2016-10-11,9191.0,-0.006700529557981172,-1.0,0.006700529557981172,0.9182012831995486,2016
2016-10-12,9260.0,0.007507344141007399,-1.0,-0.007507344141007399,0.911308030175855,2016
2016-10-13,9203.0,-0.006155507559395201,-1.0,0.006155507559395201,0.91691759364454,2016
2016-10-14,9169.0,-0.003694447462783912,-1.0,0.003694447462783912,0.9203050975219621,2016
2016-10-17,9166.0,-0.00032718944268728123,-1.0,0.00032718944268728123,0.9206062116339225,2016
2016-10-18,9212.0,0.005018546803403856,-1.0,-0.005018546803403856,0.9159861062733333,2016
2016-10-19,9280.0,0.007381676074685206,-1.0,-0.007381676074685206,0.9092245935479114,2016
2016-10-20,9278.0,0.0009709785305858087,-1.0,-0.0009709785305858087,0.9083417559880957,2016
2016-10-21,9264.0,-0.0015089458935115818,-1.0,0.0015089458935115818,0.9097123945506991,2016
2016-10-24,9309.0,0.004857512953367893,-1.0,-0.004857512953367893,0.9052934548103297,2016
2016-10-25,9374.0,0.006982490063379476,-1.0,-0.006982490063379476,0.8989722522576742,2016
2016-10-26,9336.0,-0.004053765735011705,-1.0,0.004053765735011705,0.9026164751706026,2016
2016-10-27,9287.0,-0.005248500428449043,-1.0,0.005248500428449043,0.9073538581272607,2016
2016-10-28,9280.0,-0.0007537417895984166,-1.0,0.0007537417895984166,0.9080377686480845,2016
2016-10-31,9283.0,0.000323275862069039,-1.0,-0.000323275862069039,0.9077442219556335,2016
2016-11-01,9280.0,-0.0003231713885597509,-1.0,0.0003231713885597509,0.9080375789162999,2016
2016-11-02,9160.0,-0.012931034482758674,-1.0,0.012931034482758674,0.9197794441609073,2016
2016-11-03,9088.0,-0.007860262008733576,-1.0,0.007860262008733576,0.9270091515822594,2016
2016-11-04,9064.0,-0.002640845070422504,-1.0,0.002640845070422504,0.929457239130452,2016
2016-11-07,9196.0,0.014563106796116498,-1.0,-0.014563106796116498,0.9159214540945716,2016
2016-11-08,9225.0,0.003153545019573656,-1.0,-0.003153545019573656,0.913033054554691,2016
2016-11-09,8929.0,-0.03208672086720865,-1.0,0.03208672086720865,0.9423292913187222,2016
2016-11-10,9177.0,0.027774666815992832,-1.0,-0.027774666815992832,0.9161564092213941,2016
2016-11-11,8967.0,-0.022883295194508046,-1.0,0.022883295194508046,0.9371210867779478,2016
2016-11-14,8945.0,-0.0024534403925504655,-1.0,0.0024534403925504655,0.9394202575049596,2016
2016-11-15,8938.0,-0.0007825600894354467,-1.0,0.0007825600894354467,0.94015541030569,2016
2016-11-16,8983.0,0.005034683374356641,-1.0,-0.005034683374356641,0.9354220254921125,2016
2016-11-17,8962.0,0.002236636099306688,-1.0,-0.002236636099306688,0.9333298268218103,2016
2016-11-18,8987.0,0.002789555902700247,-1.0,-0.002789555902700247,0.9307262510942333,2016
2016-11-21,9017.0,0.003338155112940999,-1.0,-0.003338155112940999,0.9276193425003947,2016
2016-11-22,9140.0,0.013640900521237675,-1.0,-0.013640900521237675,0.9149657793277709,2016
2016-11-23,9175.0,0.003829321663019636,-1.0,-0.003829321663019636,0.9114620810480695,2016
2016-11-24,9142.0,-0.0035967302452316607,-1.0,0.0035967302452316607,0.9147403642823569,2016
2016-11-25,9162.0,0.0021877050973528878,-1.0,-0.0021877050973528878,0.912739182124662,2016
2016-11-28,9223.0,0.006657934948701261,-1.0,-0.006657934948701261,0.9066622240249452,2016
2016-11-29,9203.0,-0.0021684918139434073,-1.0,0.0021684918139434073,0.9086283136357551,2016
2016-11-30,9226.0,0.0024991850483537803,-1.0,-0.0024991850483537803,0.9063574833398057,2016
2016-12-01,9261.0,0.003793626707132125,-1.0,-0.003793626707132125,0.9029191013847988,2016
2016-12-02,9165.0,-0.010366051182377767,-1.0,0.010366051182377767,0.9122788070033002,2016
2016-12-05,9157.0,-0.0008728859792689336,-1.0,0.0008728859792689336,0.9130751223831175,2016
2016-12-06,9262.0,0.011466637545047398,-1.0,-0.011466637545047398,0.9026052209033505,2016
2016-12-07,9263.0,0.00010796804145973837,-1.0,-0.00010796804145973837,0.9025077683854382,2016
2016-12-08,9367.0,0.011227464104501816,-1.0,-0.011227464104501816,0.8923748948118567,2016
2016-12-09,9390.0,0.0024554286324329766,-1.0,-0.0024554286324329766,0.8901837319442714,2016
2016-12-12,9355.0,-0.0037273695420659836,-1.0,0.0037273695420659836,0.8935017756735629,2016
2016-12-13,9378.0,0.0024585783003741035,-1.0,-0.0024585783003741035,0.8913050315965462,2016
2016-12-14,9370.0,-0.0008530603540199966,-1.0,0.0008530603540199966,0.8920653685823398,2016
2016-12-15,9368.0,-0.0002134471718249209,-1.0,0.0002134471718249209,0.8922557774123466,2016
2016-12-16,9312.0,-0.005977796754910281,-1.0,0.005977796754910281,0.897589501103112,2016
2016-12-19,9246.0,-0.007087628865979356,-1.0,0.007087628865979356,0.9039512823609304,2016
2016-12-20,9260.0,0.00151416828898987,-1.0,-0.00151416828898987,0.9025825479943878,2016
2016-12-21,9232.0,-0.0030237580993520696,-1.0,0.0030237580993520696,0.9053117392842195,2016
