date,S0_always_short,S1_below_ma20,S2_below_ma60,S3_below_ma60_down,S4_below_ma120_down,S5_death_cross,S6_break_ll20,S7_ma60_down_and_ll20,S8_ret60_neg_ma60,S9_rsi_overbought_short,S10_vol_expand_ma60
2019-10-15,0.6306997705502886,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9748038108891373,0.902421167963439
2019-10-16,0.6285989520851859,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9748038108891373,0.902421167963439
2019-10-17,0.6280914717686478,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9748038108891373,0.902421167963439
2019-10-18,0.6284855418862761,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9748038108891373,0.902421167963439
2019-10-21,0.6282037098047129,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9748038108891373,0.902421167963439
2019-10-22,0.6233042277112113,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9748038108891373,0.902421167963439
2019-10-23,0.6255774418489233,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9782127367546551,0.902421167963439
2019-10-24,0.6206067792005389,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.978066004844142,0.902421167963439
2019-10-25,0.6209365967979883,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9784390820141916,0.902421167963439
2019-10-28,0.6194508392551359,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9760979037782483,0.902421167963439
2019-10-29,0.6186293590510136,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9748034586755453,0.902421167963439
2019-10-30,0.6179739156192096,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9737706455460993,0.902421167963439
2019-10-31,0.6175378782823818,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9730835609487833,0.902421167963439
2019-11-01,0.6161771831513171,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9709394494536555,0.902421167963439
2019-11-04,0.6068025764601573,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9561674395375986,0.902421167963439
2019-11-05,0.6014935795593885,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9478018027225175,0.902421167963439
2019-11-06,0.6010803594102708,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9471506722440477,0.902421167963439
2019-11-07,0.6040205104860783,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9517836069662573,0.902421167963439
2019-11-08,0.6052185504775565,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.953671415086318,0.902421167963439
2019-11-11,0.6123307705471103,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9648784756973728,0.902421167963439
2019-11-12,0.6077263772388082,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9647337439260183,0.902421167963439
2019-11-13,0.6107325738458214,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9693612132798406,0.902421167963439
2019-11-14,0.611265220430372,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-15,0.6072100391495839,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-18,0.6039981234031285,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-19,0.6013410109823953,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-20,0.6032518335009757,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-21,0.6024669625232226,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-22,0.6018406974894147,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-25,0.6013719742047656,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-26,0.5986160109853231,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-27,0.5971217895772861,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-28,0.5988136431924703,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-11-29,0.6064960293501833,0.790160938095271,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-02,0.6045387373234972,0.7874923960993867,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-03,0.6033824295317116,0.7859861508625421,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-04,0.6044819636362037,0.7874184407938258,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-05,0.5994897193046868,0.780915376212811,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-06,0.598766072462967,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-09,0.5957237715436323,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-10,0.598071753163974,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-11,0.593904543529025,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-12,0.5864464905733813,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-13,0.5809051080588938,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9692158090978487,0.902421167963439
2019-12-16,0.5810993095158294,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9693944437123921,0.902421167963439
2019-12-17,0.5743462952174682,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9581290120866065,0.902421167963439
2019-12-18,0.5734918957700372,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9567036962008578,0.902421167963439
2019-12-19,0.577280446691722,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9630237866794762,0.902421167963439
2019-12-20,0.5797277702811882,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9671064311616586,0.902421167963439
2019-12-23,0.5777435613671279,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.963796358227555,0.902421167963439
2019-12-24,0.579521973328075,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9667631190640292,0.902421167963439
2019-12-25,0.5777325789349231,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9637780372476753,0.902421167963439
2019-12-26,0.5782612859539151,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9646600304597986,0.902421167963439
2019-12-27,0.5740238812437857,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9575911585570205,0.902421167963439
2019-12-30,0.5753525303861207,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.959807621518052,0.902421167963439
2019-12-31,0.5788802532503657,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9656925965774884,0.902421167963439
2020-01-02,0.5737164193947768,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-03,0.5744749273034131,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-06,0.5809393150341151,0.7807982389063791,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-07,0.5847798343552612,0.7858428815867443,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-08,0.5888685148582926,0.7913373604993632,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-09,0.5798766305119665,0.7792538242854266,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-10,0.5778416356522154,0.7765191434181148,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-13,0.572693504510268,0.7764026655466021,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-14,0.5696686316631394,0.7764026655466021,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-15,0.5751871357708687,0.7764026655466021,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-16,0.57442276748413,0.7764026655466021,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-17,0.5736604280448677,0.7764026655466021,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-20,0.5718071513141064,0.7764026655466021,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-30,0.6067926272552965,0.7764026655466021,0.6491914470150573,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9320227988661532,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-01-31,0.6015625764662886,0.7695942560505901,0.6434985747353422,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9238497294578552,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-02-03,0.6090637491585349,0.7791906964600106,0.6515226675315712,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9237111519984365,0.9531976912242375,0.8096855282576219,0.9655477426880018,0.902421167963439
2020-02-04,0.5978236322866467,0.7648109299646337,0.6394989820998627,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9065257405117141,0.9531976912242375,0.7946215345536951,0.9655477426880018,0.902421167963439
2020-02-05,0.5974089809030596,0.7642804559365675,0.6390554246300518,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9063897616506373,0.9531976912242375,0.794502341323512,0.9655477426880018,0.902421167963439
2020-02-06,0.5871088260599034,0.7511032066962818,0.6280372276536716,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9063897616506373,0.9531976912242375,0.794502341323512,0.9655477426880018,0.902421167963439
2020-02-07,0.5945595725962228,0.7606351356459238,0.636007378996862,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9063897616506373,0.9531976912242375,0.794502341323512,0.9655477426880018,0.902421167963439
2020-02-10,0.5959957068295471,0.7624724185822666,0.6375436287045839,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9063897616506373,0.9531976912242375,0.7963022537532881,0.9655477426880018,0.902421167963439
2020-02-11,0.5907387402006459,0.7557470478891335,0.6319201895721153,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9063897616506373,0.9531976912242375,0.7892784877654955,0.9655477426880018,0.902421167963439
2020-02-12,0.5854217877129836,0.74894493576601,0.6262325828598684,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9063897616506373,0.9531976912242375,0.7891600959923306,0.9655477426880018,0.902421167963439
2020-02-13,0.5852725849805787,0.7487540569275682,0.6261386479724395,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9063897616506373,0.9531976912242375,0.7891600959923306,0.9655477426880018,0.902421167963439
2020-02-14,0.5833836467922602,0.7463374904112401,0.6240238957990798,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9063897616506373,0.9531976912242375,0.7891600959923306,0.9655477426880018,0.902421167963439
2020-02-17,0.5854579875614165,0.7462255397876785,0.62393029221471,0.7994851675002161,0.9163246341907217,0.7833499201519455,0.9063897616506373,0.9531976912242375,0.7891600959923306,0.9655477426880018,0.902421167963439
2020-02-18,0.5919243884435732,0.7543556892338893,0.6307280313019662,0.7994851675002161,0.9163246341907217,0.7918845408261785,0.9063897616506373,0.9531976912242375,0.7891600959923306,0.9655477426880018,0.902421167963439
2020-02-19,0.5858220751606498,0.7465788264582822,0.6242256804638017,0.7994851675002161,0.9163246341907217,0.7837207826733313,0.9063897616506373,0.9531976912242375,0.7891600959923306,0.9655477426880018,0.902421167963439
2020-02-20,0.5910260783663915,0.7464668396343135,0.6297708324476171,0.7994851675002161,0.9163246341907217,0.7906827693214447,0.9063897616506373,0.9531976912242375,0.7891600959923306,0.9655477426880018,0.902421167963439
2020-02-21,0.5935990472094719,0.749604533186802,0.6325124724352252,0.7994851675002161,0.9163246341907217,0.79412492222246,0.9063897616506373,0.9531976912242375,0.7891600959923306,0.9655477426880018,0.902421167963439
2020-02-24,0.6015381291165945,0.7596301082191359,0.6409720013875483,0.7994851675002161,0.9163246341907217,0.8047459345567112,0.9063897616506373,0.9531976912242375,0.7891600959923306,0.9655477426880018,0.902421167963439
2020-02-25,0.5997609048908417,0.7573858065438274,0.6390782711088573,0.7994851675002161,0.9163246341907217,0.8023683396857582,0.9063897616506373,0.9531976912242375,0.7867101749442388,0.9655477426880018,0.902421167963439
2020-02-26,0.6060484693936826,0.7653258240964007,0.6457780173230464,0.7994851675002161,0.9163246341907217,0.8107799294537339,0.9063897616506373,0.9531976912242375,0.7949576130977868,0.9655477426880018,0.902421167963439
2020-02-27,0.6139020000363816,0.7752433638885614,0.6541463866920868,0.8097254412744328,0.9163246341907217,0.8212864901366121,0.9063897616506373,0.9531976912242375,0.805259138948279,0.9655477426880018,0.913979906255593
2020-03-02,0.6192933153919749,0.7820515864579722,0.6598911300862602,0.8168364870196797,0.9163246341907217,0.8284990655401006,0.9063897616506373,0.9531976912242375,0.8123309614228537,0.9655477426880018,0.9220065194658568
2020-03-03,0.6109799095114669,0.7715533102839347,0.6510327383274506,0.805871257643185,0.9163246341907217,0.8173772774757535,0.9063897616506373,0.9531976912242375,0.801426214312291,0.9655477426880018,0.9096294854655097
2020-03-04,0.6088217325086005,0.7688279365280749,0.6487330818868733,0.803024661890295,0.9163246341907217,0.8144900387704348,0.9063897616506373,0.9531976912242375,0.7985953198781254,0.9655477426880018,0.9064163823730848
2020-03-05,0.6019641839551774,0.7601681357646471,0.641425986279559,0.793979681538134,0.9163246341907217,0.8053159165456358,0.9063897616506373,0.9531976912242375,0.789600230037893,0.9655477426880018,0.8962068349475519
2020-03-06,0.613645180563427,0.7749190489456005,0.6538727314014127,0.8093867011154925,0.9163246341907217,0.8209429135339474,0.9063897616506373,0.9531976912242375,0.7894817900033874,0.9655477426880018,0.9135975523329769
2020-03-09,0.6310160930312354,0.7968552612637873,0.6723823951974062,0.8322986150081043,0.9163246341907217,0.8441819577630121,0.9063897616506373,0.9531976912242375,0.8117118184413452,0.9655477426880018,0.9394594406277874
2020-03-10,0.6290567736556133,0.7943810074845207,0.6702946325091219,0.8297143088062526,0.9163246341907217,0.8415607535105972,0.9034394422826343,0.9500950109767982,0.8091914347128515,0.9655477426880018,0.9365423976157924
2020-03-11,0.6383918295647415,0.806169436492166,0.6802416486324819,0.8420270757705114,0.9163246341907217,0.8540493189532617,0.9033039263662919,0.9499524967251517,0.821199647008754,0.9655477426880018,0.9504404685199597
2020-03-12,0.6651758505075743,0.8399926436049509,0.7087814978589072,0.8773547065255075,0.9163246341907217,0.8898813484149365,0.9033039263662919,0.9499524967251517,0.8556534534722949,0.9655477426880018,0.9903166327107057
2020-03-13,0.6873761827421283,0.868027509495499,0.7324371743573331,0.906636536221449,0.9163246341907217,0.9195812564453761,0.9333163191271716,0.981514794423316,0.8842110009692964,0.9655477426880018,1.0233685816754885
2020-03-16,0.7115897135781697,0.8986046685466826,0.7582380248261624,0.9385737378266952,0.9484656602854667,0.9519744490933372,0.9661933434413011,1.0160896594499031,0.9153582401013353,0.9655477426880018,1.059417789272679
2020-03-17,0.7340384995361074,0.9269532850037304,0.7821584424484194,0.9681832734118361,0.9783872600358875,0.9820067419122727,0.966048414439785,1.0159372460009857,0.9442353877255499,0.9655477426880018,1.092839637196569
2020-03-18,0.7603051744924806,0.960123180931972,0.8101470310376547,1.0028285343306813,1.0133976582058204,1.0171466588390794,1.0004723747645994,1.0521389341628775,0.9780237026809182,0.9655477426880018,1.1319455744843596
2020-03-19,0.8085541630296197,1.021052625982706,0.861558985244103,1.0664680623530118,1.0777079031373704,1.081694815460104,1.0639623808321814,1.118907701596019,1.0400891153636629,0.9655477426880018,1.2037788736387658
2020-03-20,0.7446674459699346,0.9403756556548493,0.7934841701763299,0.9822026581685286,0.9925543994775278,0.9962262917915216,0.9798949593848881,1.0304988565040312,0.9579080048476784,0.9655477426880018,1.1086640578119267
2020-03-23,0.7715194286549706,0.9742846857322738,0.8220964363815122,1.0176199292108865,1.0283449442273556,1.0321492414012237,0.9797479751409804,1.0303442816755555,0.9924492343578855,0.9655477426880018,1.1486414037332489
2020-03-24,0.7266739738355921,0.9176532669598522,0.7743111347732405,0.9584695995318466,0.9685712107058528,0.9721543787276948,0.9797479751409804,1.0303442816755555,0.9347619802889705,0.9655477426880018,1.0818753000401904
2020-03-25,0.6958458600755703,0.878723127275925,0.7414620819546216,0.9178078847687203,0.927480949401025,0.9309121065963122,0.9797479751409804,1.0303442816755555,0.895106027682346,0.9655477426880018,1.0359782732789944
2020-03-26,0.6918521710111691,0.873679845213922,0.7372065863365997,0.9125402823830082,0.922157830104661,0.9255692947563041,0.9797479751409804,1.0303442816755555,0.8899687187475105,0.9655477426880018,1.0300324520298716
2020-03-27,0.6958002794782385,0.8786655675097059,0.7414135133181844,0.9177477647995952,0.9274201958087237,0.9308511282499332,0.9797479751409804,1.0303442816755555,0.8950473947727349,0.9655477426880018,1.0359104126920051
2020-03-30,0.6963085338825323,0.8793073977270249,0.7419550863739318,0.918418143006169,0.9280976393410895,0.9315310779418615,0.9797479751409804,1.0303442816755555,0.8957011912627076,0.9655477426880018,1.0366671040087998
2020-03-31,0.6948542554074226,0.8774709161110537,0.7404054725761583,0.916499976458537,0.9261592566356986,0.9295855243120749,0.9797479751409804,1.0303442816755555,0.8938304703118666,0.9655477426880018,1.034501968035515
2020-04-01,0.698040331609791,0.8814943342341138,0.7438004122169827,0.9207023523405894,0.9304059226727943,0.9338479006219675,0.9797479751409804,1.0303442816755555,0.897928900980241,0.9655477426880018,1.039245411823923
2020-04-06,0.6780169803889908,0.8562085880469125,0.7224644288682124,0.8942919205418748,0.9037171430651367,0.9070603875597377,0.9797479751409804,1.0303442816755555,0.8721717277318547,0.9655477426880018,1.0094345614428766
2020-04-07,0.6662175804656733,0.8560801567587054,0.7098915184940555,0.8787287291707511,0.8879899263478419,0.8912749889974829,0.9797479751409804,1.0303442816755555,0.856993489848469,0.9655477426880018,0.9918675646988574
2020-04-08,0.6575541528913472,0.8560801567587054,0.7006601593458883,0.8673018276210664,0.8764425931053472,0.8796849371249539,0.9797479751409804,1.0303442816755555,0.8458492312028453,0.9655477426880018,0.9789694169134366
2020-04-09,0.6592423535406189,0.8560801567587054,0.7024590301015902,0.8695285332118778,0.8786927666434867,0.8819434350379832,0.9797479751409804,1.0303442816755555,0.8480208595242903,0.9655477426880018,0.9814828172135994
2020-04-10,0.6571538716761203,0.8560801567587054,0.7002336376688358,0.8667738640639934,0.8759090651750586,0.8791494354417833,0.9797479751409804,1.0303442816755555,0.8453343267547845,0.9655477426880018,0.9783734765393259
2020-04-13,0.6610450423363953,0.8560801567587054,0.7043798942818951,0.8719062465611648,0.8810955394581438,0.884355096758916,0.9797479751409804,1.0303442816755555,0.8503397604472038,0.9711201575966943,0.984166667952763
2020-04-14,0.6431292976170628,0.8560801567587054,0.6852896817197033,0.848275708954573,0.857215952217791,0.8603871684937334,0.9797479751409804,1.0303442816755555,0.8272937210744166,0.9448007092671106,0.9574936310867742
2020-04-15,0.6366644370958783,0.8560801567587054,0.6784010168348348,0.8397486768908502,0.8485990510936221,0.8517383896880744,0.9797479751409804,1.0303442816755555,0.8189776040251473,0.9353033891662232,0.9573500070421113
2020-04-16,0.6288445437444992,0.8560801567587054,0.6700684898519955,0.8294343814588607,0.8381760500730165,0.8412768294334797,0.9797479751409804,1.0303442816755555,0.8089184313315103,0.9238154336149038,0.9573500070421113
2020-04-17,0.6130349206781213,0.8560801567587054,0.6532224658885256,0.8085817795565268,0.8171036760709868,0.8201264995146997,0.9797479751409804,1.0303442816755555,0.7885816157893961,0.9005900213351271,0.9573500070421113
2020-04-20,0.6179689201343886,0.8560801567587054,0.6584799140090184,0.8150896340459032,0.8236801188762167,0.8267272714547385,0.9797479751409804,1.0303442816755555,0.794928499355545,0.9078384023419906,0.9573500070421113
2020-04-21,0.6343678662777029,0.8560801567587054,0.6759538941631332,0.836719542242234,0.8455379914466242,0.84866600584424,0.9797479751409804,1.0303442816755555,0.816023394622903,0.9319295703308293,0.9573500070421113
2020-04-22,0.6326883278986581,0.8560801567587054,0.6741642535333622,0.8345042620264524,0.843299363699119,0.8464190964347681,0.9797479751409804,1.0303442816755555,0.813862909071342,0.9317897808952798,0.9573500070421113
2020-04-23,0.6285425950899335,0.8560801567587054,0.6697467469331925,0.8290361167398244,0.8377735879174231,0.8408728783945598,0.9797479751409804,1.0303442816755555,0.8085300176378183,0.9317897808952798,0.9573500070421113
2020-04-24,0.6298861567972769,0.8560801567587054,0.6711783859180867,0.8308082499081373,0.839564398151992,0.8426703136184891,0.9797479751409804,1.0303442816755555,0.8102583173257344,0.9317897808952798,0.9573500070421113
2020-04-27,0.612897017027769,0.8560801567587054,0.6530755219551547,0.8083998871793588,0.8169198666731116,0.8199420101255658,0.9797479751409804,1.0303442816755555,0.7884042224962087,0.9317897808952798,0.9573500070421113
2020-04-28,0.6108631310321331,0.8560801567587054,0.6509083044270965,0.8057172289778534,0.8142089350969705,0.8172210496292734,0.9797479751409804,1.0303442816755555,0.7857879194918124,0.9317897808952798,0.9573500070421113
2020-04-29,0.603647303080988,0.8560801567587054,0.6432194423921893,0.7961996846930082,0.8045910824332848,0.8075676163270943,0.9797479751409804,1.0303442816755555,0.7765057904106862,0.9317897808952798,0.9573500070421113
2020-04-30,0.5902855387370828,0.8560801567587054,0.6431229594758305,0.7960802547403042,0.7867814171174459,0.7896920652792265,0.9797479751409804,1.0303442816755555,0.7763893145421247,0.9317897808952798,0.9573500070421113
